label	text_a
1	比较旧 隔音很不好 离机场很近 还有接送
0	很好，不错哦，一直都用这洗头发，
0	裤子版型很好，显得人很有腿型，用清水洗了一下也没有掉色，实物跟图片没有色差，厚度适中，穿着舒服。
1	很稀，应该不是正品
1	火龙果并不新鲜，外皮打蔫，而且已经软了，让我非常不满意，申请了优鲜赔！希望京东能够严格把关生鲜食品的质量
1	太垃圾的平板了，玩任何游戏都闪退。而且卡得要命，不值这个价钱，亏得直肉疼
0	买给儿子吃的 第二次来买 爽爽甜甜 儿子喜欢吃
0	挺划算的，质量还不错！就是物流有点偏慢
0	裤子收到，大小合适。面料不错。卖家服务态度很好，我很满意。
1	衣服颜色的链接处都是凸出来的，穿着不舒服
1	有点差 可能便宜的原因吧
1	买了10天才过来评论。个人认为手机性能还是不错的。就是电池太差了。半天都要充一次电。喜欢玩游戏的各位还是注意下。毕竟价格在哪里。最后连发票都没有给我。只能差评。
0	送货速度没得说，价格实惠。
1	现在知道不能在京东买衣服的原因，太差，不仅仅是有些掉色，放水里就成黄褐色的了。图片是洗了三次后的。    直接丢了！
0	裤子特别好，然后穿上刚好合适，和样板一模一样，我特别喜欢，颜色都特别满意。
0	不错的苹果，价廉物美。个大味道好
0	本次购物十分满意，裤子质量很好，做工很细，颜色也没色差，大小尺寸也很标准，客服态度也很到位。是一次很棒的购物，以后还会光临本店。
0	这个苹果还行，个头比我买其他的小很多，味道略微比其他好点，感觉买的时候有点贵了，物流很快的！
0	公司买的 拿出了一部试用了一会 感觉不错 貌似一直没有降价 详细的看图吧
0	牛仔裤材料很柔手，又有弹性，没有新衣服买回来的大味道
0	不错的 运行流畅 快递很给力
1	国产垃圾产品，高价格低用户体验度典型代表，想买的就都注意了，玩完游戏退到桌面，直接卡成PPT，我就想知道这么大一个企业，连自己的主流产品都做不好？最后一次买华为产品。
0	是新鲜的果子，表皮没有喷腊保鲜，个头虽小但又脆又甜。喜欢他，推荐它给大家品尝。
0	住了好多次宝晖````还好,就是外面的烧烤档贵的离谱````
1	服务太差，酒店预订部居然挂我电话
1	质量太差了，穿上第二天扣子就掉了一颗，
0	这家酒店服务态度很好环境比较改进一个人安五星了凭借。
1	从此与京东绝交，一路差评到底！
1	房间旧了点，有一次让我感觉有点失望，另外不含早餐，在二楼单点比较贵
0	以前一直用这个品牌的，一直不错，但愿这次仍然好评，待用过之后再来追评
0	冲着“生姜”，强根健发来的，希望用了后头发不要能掉的少点。生产日期是今年四月，日期较新。
1	第一次给差评，洗发水都漏出来了，洒了大半瓶出来，弄得其他东西上都是！
0	平板电脑很漂亮，使用方便，下载流畅。
0	买来用了几天了，感觉都挺不错的。我用玩游戏时候多，比起之前买的华为9.6寸平板，这个更容易发热，但可以接受。
0	等了三天才到货，还是从其他仓库调货。不过东西挺好用的，老公今天特地用了下，和超市卖的一样，味道也好闻。
0	各方面条件都不错，只是房间、卫生间较小。干净整洁，隔音效果好。
1	假货，电话查询无此号码，去年买了个表，还一颗星起评，负分，绝对差评，差差差，不要上当。马勒别墅的隔壁！
1	刚收到货, 打开看里面已经烂了三个了, 摸起来都是软软烂烂的！
0	收到货有一瓶漏了，应该是封口的时候没封号，还不错，
1	没窗户，位置还不错，电视还不错有不少外国台
0	是正品，洗了头不痒，很舒服，之前一直用施华寇，现在换沙宣，宝贝很好，很不错，洗了头很清爽。还送了支飘柔洗发水。需要还会来的，家里洗护用品都是在京东上买的。京东快递很快，第二天就到了。
0	地处闹市区，出门倒是方便。早餐还物有所值，咖啡厅会客方便（人不太多）。房间隔音不太好，影响休息。停车位太少，向大堂经理反映后，才给了保留车位。没办法，这已经是当地最好的酒店了。
0	我以前没有去过重庆，感觉如果是商务出游选新华是不错的，房间和环境都不错，但自助游可以考虑银河大酒店，山城的特点就是走路比坐车快，在渝中区平面图上看似很远的距离其实走路可能不用5分钟；新华酒店旁边酒店可选择的太多了：万豪，重庆宾馆，银河，八一...
1	火龙果不新鲜，而且个头很小。在京东买过很多次东西，这是最差的！不推荐在这里买水果，自营的也不靠谱，不讲究！
1	苹果又小又丑，还有烂的，绝对不会买第二次了，随便水果店都比这个强一万倍
1	我已经买了好几次了，但这次太差了，来了竟然是打开的，弄的洗发液到处都是。
0	这么晚才来评价，试用了几次，感觉真的很好，我是油性皮肤，头发特别爱出油，用了之后感觉特别清爽，以前都是天天洗头，现在好了，两三天洗一次，省去好多时间，推荐油性发质用用，真心不错
0	买的第二条了，速度很快，质量也行，
0	不错，顶一个，谁要你这么诚信呢。。呵呵谢谢咯！
0	物品收到了，快递依然如此给力，相信京东的质量，已经买过好几次这个牌子了
1	你这不是在坑你爹吗？商品介绍说的是加绒的，发货是夏天的。斗鸡眼啊你!?
1	东西还行，比较郁闷的是买完就降*这么坑不好吧？
1	乱发货，东西不值这个价。
0	送货快 价格合适 搞活动买的
1	连钢化膜都没有送，感觉心碎了一地。。。
1	一般吧，价格变动太大，有时候还买不到，购物体验不好
1	飞机声太大，隔音效果不好，太吵啦
1	非常差的酒店，住的是高级房，每天都有n多的小强在桌子上、地上走过，向大堂副理反映，被告知是因为天热，所以会有。汗!前台服务也差，所住楼层上一层装修，到晚9点仍然干活，先打电话到客服，客服说不管，打到前台，前台说她也管不了。宽带上网，发生IP冲突，不停的断网，电话打到前台，她仍然说管不了，说就这样。总之，差到极点的一家三星级酒店。怎么没人考核他们!!!
0	已经开始使用了 绝对是正品 味道很好闻 喜欢用完还会在买的
0	板子不错！很合手，而且配置也还不错
0	很不错，屏幕没觉得有问题，950速度可以，玩王者不卡，但是WiFi真心差手机，同WiFi下平板延迟好多。
1	买的时候图片上有吹风机，宣传活动上也说套餐里面有吹风机，收到货确没有吹风机。我看到送吹风机了，才下的单。下完单就没有了，客服还不回，非常影响心情的一次购物。
1	真不好，吃到里面烂不说，果实又涩，我同事也说了，比外面 地摊上的还差，第一次买就有就种情况了，还敢有第二次吗？
0	京东就是不错，物流真给力，价格实惠，东西正品，上京东，就购了！
0	一直买，希望一如既往，送货快，服务到位
0	酒店房间不大,但比较干净整洁,早餐还不错,特别是小馄饨很香,服务员很热情,唯一不足的是酒店地处包头步行街,外面的商店音响很吵.
1	裤子号偏小，而且卖家服务态度差，裤子薄，
1	跟橙子一起买的，没一盒都有烂的。。。。。。。。希望自查在发货
1	6个火龙果，，烂了3个，好坑人啊，这是我要送我以后不买了京东的水果的节奏啊
1	优点：离浦东机场很近。 缺点：地方偏僻，在凌晨之后接送的班车太少，一点半以后就没有班车接送了，只能打黑车。
1	感觉是假的，洗了头皮好痒，两天头发就油了。
0	手机看着质感不错，运行速度快，价格比实体店便宜
0	送货快，服务好。送到即尝了一颗，香脆可口，虽不是巨甜，但果香浓郁，家人都喜欢。
1	不是很好，衣服布料问题
1	颜色差太多 退货麻烦将就着上班穿吧
0	裤子很合身，男友很喜欢，是他喜欢的类型！关键是服务态度好好物流又快???
0	包装很好，简洁又大气。很实惠，物美价廉，就是没有护发素套餐，不够实用
0	非常好吃，外观无破损，送朋友，自己也吃，棒棒的
0	性价比较高的酒店，服务态度和房间的配套都不错，被褥都是特别的干净~就是地毯比较脏，有待提高
1	差评，发过来的货内袖破的，再也不在京东上面买了。坑人。
1	介绍的尺寸乱七八糟的，麻烦用点心好伐
1	这次居住是最差的一次，酒店前台服务差，态度不好。通过携程订的房，楼层低靠马路跟高架，让更换或贴差价换房说没有，前台告知说携程订的房都是这种靠马路的，问题是携程订时并没有注明说房间是靠马路呀，以前一直在携程订的，这真的是最差的一次。以后考虑更换网站订房了。
0	我只能说一个字，物有所值！
0	很好吃，就是苹果小了点没有那么大一个，快递速度也是杠杠滴
0	在超市买的用着不错，这次看见了就屯了这好几瓶。慢慢的用吧。
0	很划算，1700ML够用好久了，包装也好，京东送货就是快
1	果超小，至多也就55mm,还有坏果，都烂到核里了！建议别买，谁买谁闹心！！！
0	以前用过很好
0	裤子收到了，还可以物流送货也还到位。
0	机器非常好用，就是忘了买摩托买包，如果有可以做一套的这种套餐就非常好了。
1	购买要求开纸质的个人发票， 但送到后却是电子发票，
1	物流太慢，而且服务态度差，只肯送到物业，还要自己去取！
1	太骗人了，实物与图片差距太大
1	穿第一天，掉线，发货前不得仔细检查下吗。
1	质量很好，没有色差
0	很不错，屏幕很大，公公很喜欢
1	凭良心说话，用了几天，感觉触摸反应确实不是灵敏，并且画面经常卡顿，屏幕颜色还可以，能接受，个人觉得凑合用行，不建议购买
0	交通非常方便，房间也不错，很适合一家出游
0	用了很多潘婷，真的很好用，一次卖了两套慢慢用，在京东卖也挺划算的，值得推介...
1	这个我真醉了，懒得说了，跟客服叨叨了好几天，死卡不能退，降价一百也不退。。一开始还很喜欢京东，公司买东西都在京东。以后买电子产品要掂量掂量了。想骂人。
0	房间比较宽敞，有网线，不错，总体上感觉可以，房间服务生态度认真，前台服务态度需提高，所在地理位置不是很好，出租车司机基本不熟，打车从浦东机场到这里要了我170~ 不过在上海这么贵的地方，这个宾馆还是相当超值的~
1	腊鸡东，1号买的手机，3号都没发货，3号申请取消订单，中间打了数个电话网站数次找客服，到现在才处理完毕！从今天开始，蜡鸡东的只要有自营，一律一星@@
1	评价晚了，图片都换了，无语了
1	假货！假货假货！
1	尺寸合身，裤型还可以，但是这种颜色有些太暗，有色差。
0	料子不错，穿在身上很舒服，剪裁做工很细心
1	房间的确很小；设施有些陈旧；服务一般；环境一般（在胡同里，交通不是很方便，不过附近有个地铁站）；卫生不错，蛮干净的。
0	儿子很喜欢，性价比挺高的
0	酒店位置非常好，装修就是旧了点，服务还可以，比较热情、周到，有机会我还会住在那里。
0	酒店离兰桂坊和soho美食区比较近。酒店门口有直达巴士到铜锣湾。在半山高尚地段算是性价比不错的酒店了。
0	昨天到的，电话打不通，快递员直接送到家，真好，就是刚买就降价了，
0	楼梯有一个妈妈桑在拉客。。。没感觉酒店中规中矩，早餐还不错。。没什么深刻印象
0	苹果挺不错的，价格很便宜，价格变得也太快了。几小时一个价呀。。
1	这次我入住的是该酒店的旧楼,总体感觉还可以,就是装修太旧了.酒店的位置不错,出门过马路就是华强北步行街,逛街方便.我入住的那天酒店生意清淡,可以看出跟深圳同类酒店相比,该酒店已经落伍了.
1	因为第二天的行程所以定了一家离机场很近的酒店，结果证明这是个错误，首先酒店的房间湿度超出想象～根本没法盖被子，只要盖上就能感觉到被潮呼呼的很不舒服，再就是酒店周边什么都没有，只有一家酒店自己的便利店和餐厅。房间的淋浴喷头不好用，因为是早上，也就没计较。好处是每半小时都有一个免费班车到机场。
0	华为产品没得说，高大上，赞赞，自营华为又快优惠又多，超赞！！
0	不错不错不错！平板很厚重。好平板，值这个价！支持国货！
0	作为老宾馆，感觉环境和服务都很到位了。离地铁很近，出门就到很方便。但是按五星级饭店的性价比，南京人说这家不是很划算。我自己住感觉不错。订的市景房，床很大很柔软，特意要的靠拐角的房间，很安静。里面的内部设计也很大方舒适。电视放墙边的设计不是很好，躺床上扭脖看一会儿就吃不消了。楼下的餐饮去尝了，味道还可以，但是偏贵，早餐太贵，没去。电梯要用卡，来访的朋友说很不方便。空调很足哦。
0	重量充足，大小看对比，全完好，吃起也还可以。
1	大家都说平湖君悦酒店床铺太小，很不幸我中招了，我是预订完了之后才看到大家评价的。这家酒店的内部设施偏老，早餐不好吃，房间有点小，设施还算全，卫生间也很旧！补充点评 2008年6月3日 ： 我建议大家在平湖多走走，比君悦酒店性价比高的宾馆多得是！
1	我什么都不想说了，简直就是欺诈，我都想告了京东的商家了，这是我最气愤的一次网购。在京东大大小小 也购买商品无数了，但是这次是真的震怒了，这是诈骗根本没有区别，商品写着赠送皮套，结果京东退华为，华为推京东，结果本说好的赠品一直协商在毫无下文的结果的情况下，你给我送个破数据线？你拿我当傻子糊弄？你觉得我能收你那9块钱的破数据线了事？实在不想多说什么，赶紧给我退了，我去别家买了。京东简直无所不用其极，你货架上的货和你发的货还不一样？哈哈 我都气笑了。你怎么不写个赠送 苹果6啊？那样买的人更多。
1	不好 不好 不好 不好 不好 不好
0	口感非常非常非常好 ，京东真的值得信赖！ 强烈推荐大家购买 这才是真正的好苹果 ，超市买不到的。
1	小孩子用的，没有耳机，手机配件不理想，也没有手机膜
1	因为经常到使馆办事，这个酒店离哈萨克使馆很近所以经常住这，但酒店的服务与五星真的不相符合，价格奇高不说而且服务很差。
0	裤子料子很不错，一分钱一分货，喜欢，店家良心。恩，下次还会再来的。推荐购买(⊙o⊙)哦～
1	质量不怎么样。问题是里面居然有个钉子！这算什么？？？
0	裤子很漂亮，料子很柔软，穿着很舒服，下次还会继续购买
1	从门面来看，该酒店就显得不够气派，虽然楼层很高。房间从来没有安排到过正面湖景的，尤其是前台的接待的水准实在差，有怨妇状的，有面无表情的。
1	看到1未接电话，回来家看看是不是快递，发现货物状态已改为完成！！！我没有收到东西呢？？？？也没人告诉我东西在哪？就完成了？
0	一口气买两个，老爸一个公公一个，作为新年礼物。二老高兴的咧
1	差评！！！！这一次买的两罐洗发水洗得全家头皮发炎
0	活动价格买的，性价比高，平板音质还行，做工也还可以，整体不错。
0	还是有点重的，其他都还好。。zzzzz
1	很垃圾，很差，淘汰货，分辨率很低，跟同价位的红米没得比，送人都难为情
0	总体感觉很不错,对得起这个价格.就是隔间太差,晚上旁边房间看电视声音听得很清楚.其它什么都好.
1	太脏 不知道什么时候的衣服了
0	裤子今天收到了，质量很好，物流很快，而且客服也非常给力，回复及时耐心的回答每一个问题，裤子穿上很帅，都快来买吧
0	房间还可以，位置比较偏，早餐不行，性价比还可以，下次还会入住．
1	用了不到一个月就坏了，经常打不出电话，别人也打不进来，就算有时候打通了对方也听不到我说话，质量真差。现在已经寄回去修了，不知道能不能修好
0	清扬洗发水味道好洗发更好，效果也持久，以前用的海飞丝越来越难用了，转用清扬还不错，京东便宜。
0	味道还不错，快递员服务态度很好，支持京东，一直都在支持。
1	特别生涩，一点儿不甜，这是我买过最难吃的苹果。根本不值这么多钱。
1	套房面积挺大。最吃惊的是案头上放了文房四宝，差点动了留下到此一游的墨宝的念头，最后还是罢了。床很大，但被单不是太舒服。景观餐厅东西太贵，强烈不推荐。住房客人素质不高，感觉到了乡镇企业家聚会场。下次还是选择4星的吧。
0	裤子还不错，穿着刚刚好，尺码很准，很修身，没有色差，洗了之后没有掉色，这次购物很愉快。
0	拍了一件这款班尼路/Baleno夏男装 纯棉圆领短袖t恤男 小清新韩版潮流纯色体恤 56G深墨绿 XL的，以前购买过这品牌的体恤衫，感觉还不错哦！
0	用了好几天，感觉还不错。
1	总台服务态度不好，房间无线网络信号差
1	给一个星就可以了，偏大，偏大
0	呵呵……套间反倒没有连上宽带……不过房间（普通套间）物有所值，我比较满意。只是遇到了一个会议，会议退房搞的大厅极为混乱，我不认为与天鹅湖有关，应该属于会议组织者重大失误！正在考虑春节订房……补充点评 2007年1月13日 ： 哦！对这里的餐饮不好评说。我希望其他住客点评！
1	三个里这个是滥竽充数么？都这样了怎么吃？手机版的京东连个联系客服都没有，点击到店铺也无法联系客服！是不是故意的！
1	物流太慢，裤子买回来太大了，跟客服说一下也不理我，这服务也太差了，再也不到到这就买东西，裤子也只能扔掉
1	假货，什么绿野，鲜花都是一个气味，洗都不干净，更不说有什么效果了
1	太坑了，平板我就不说了，毕竟这个价位，但是那些配件我就很无语了，加了两百块钱，实际四样东西一百块都不值，，白白被骗了一百多去了，然后周六周日尽然没有一个客服，华为就是这么叼，朋友们要买就买裸奔版的吧，
0	我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。如果我用这段话来评价，说明这款产品没问题
0	昨晚11点下的单，今天就到了，速度还是那么快，里面东西挺多的，囤着慢慢用
0	可以 货物很快 不知道用怎么样
0	环境还算可以，房间也算比较干净，因为住的时间短，所以没有特别的感受，服务还是可以接受的，在南三环这样的酒店还不错了。
0	几个月之后再次入住，一进门大厅里一位女工作人员就叫得出我的名字，很不一般。服务没得说，酒店位置也很好，位于威海市中心。
1	酒店位置离航站楼还算近，大概10来分钟的车程，晚班飞机抵达和早班飞机出发的住着还是比较方便的。酒店班车是半小时一班，算OK，但是司机非常不负责任，不仅不帮忙搬行李，把后备箱一开就走了，到发车才出现，头一回遇到酒店班车司机不帮住客搬行李的，不仅如此，酒店大堂的礼宾部也是形同虚设，行李员也不帮忙搬行李，在我过去请他帮忙后，他才不情不愿的帮我搬上了车，态度还非常不礼貌。
0	手机还可以的，快递员不给力，就像随便找了一个人做快递，不专业
1	和我同型号的衣服相比小了、店家是在省布料吗！
1	一大推没用的软件，浪费内存，机子倒没什么
1	屏幕色彩有点灰，后壳是塑料的，充电太慢了，刚到手还觉得有点卡。建议大家别买，还不如多花点钱买个苹果，国产华为竟然做成这样，还不如去买小米平板2，老子以后再也不买华为了，像素还垃圾
1	菠萝已经有一股沤味了。苹果没什么。但就算不要这些东西我也要投诉这个快递 平常体谅快递员辛苦，所以可以去楼下取包裹，但这不是作为买家的本分。因为最近快递多，还记得买了两样水果，怕很重提不上来，打算要快递送上门的。所以电话里问他是什么东西，重不重，他说不知道，不重。于是就要他放在自取点了。请问两箱水果外包装全是生鲜两个字没看到吗？贴纸上面还写了需冷藏。你觉得两箱水果一箱书不重吗？如果我今天不去怎样 两箱水果馊掉你也觉得和你没关系是吧？我真为生产这个菠萝的农夫感到心疼，心痛他粮食就这样被快递糟蹋。
1	态度恶劣，卫生，床上用品，床垫都很差
1	说好的赠品 请问我的赠品呢
1	商家不行，我订的32的，给我发31的，有点欺骗的感觉，而且还像是很多年前的存货。
1	这个包装 我也是醉了 是便宜，但你不能乱塞一通吧？ 说好了寄到门口一百米处的商店，你给送门口进去是什么意思？地址那么清楚！
1	当时收到货是在外地，家里人签收的。回家看到商品那苹果颜色倒好，就是很多淤印的，根据包装程度确定不是物流问题，是商品本身就是不好的，很不好的一次购物。本来行投诉的，好像过了时效，因此作罢。
0	货不错，发货送货速度也快！就这个价位来说性价比很高！
1	不好播卡那里太松了！
0	包装很好没有损坏，一拿回来就用了，感觉棒棒的，和实体店没有差
1	极差的一次体验，酒店该摘星
1	酒店一楼连大堂都没有 能拍照片说那栋楼就是这家酒店吗？反正被图片给坑了。住进去酒店窗户都打不开 房间一股烧焦了的怪味 还换不了房 最后发票当天还开不了 再打电话过去问发票 都没有人知道有客人留下联系方式要开发票。。。实在是不太理想的一次住宿体验。
0	这个苹果很新鲜，也很好吃，非常脆甜，大家可以买回来试一试哦。
0	包装非常好，喜欢在京东购物，物流快，希望一直这么优惠，还会再来的
1	太差劲了，实物于照片颜色差距太大！简直坑人！收到我直接捐了！真是不值得！骗子
1	不好，很容易皱，还花花公子！！！
0	非常不错的商品，华为就是好，满意的一次购物，快递员态度好，热情，包装很严实。
1	用个简单的形容便是味同嚼蜡，更可恨的是它的个头，算是小人国出产的吗？如果这样就罢了，也算是花钱见个市面吧，京东自营商品原来是这样忽悠人的啊！
0	刚刚到手就试了试，运行还行，总体还是比较满意
0	感谢京东带给我们好的产品，优惠的价格。
1	裤子真的不好，好差劲，买了浪费钱
0	机器不错，手感可以，运行流畅。
0	大品牌，质量好，物有所值！
1	说好带绒的，打开一看，嘘嘘嘘… …绒没啦！商家大意发错了？嗯！应该是……。凑合穿吧！不找麻烦了……………
1	苹果都烂成这样了，发给人家的时候也不知道检查一下，还不能退货，唉真是醉了
1	店大欺客，言而无信，活不要脸
0	性价比高，发货速度快，试用二天不错！
0	个头适中，脆甜的口感，很新鲜哦
0	总体来说还不错，交通服务都还行，酒店有点年纪了，看上去档次不像四星的，大堂很旧，呵呵，性价比还凑合吧。
1	太差了，图片跟裤子相差太远啦
0	味道可以，好吃，汁多，就个头小了点，略有畸形，?速度不怎样。包装赞！
1	一直用华为的手机 平板虽然只要1000 但是也没想会垃圾到这种程度 垃圾中的战斗机 分辨率超低，老人用都嫌反应慢，建议大家不要买，我是买了就放假了不方便退，哎！！！！第一次网购给差评，真是太失望了。
1	不合适，假货，发货太慢，现在没办法退货
0	裤子颜色很好看啊，料子摸着也很舒服呢，很有型，值得购买，嗯！
1	这个酒店真的不如照片所显示的那么好.如果有评0分或负分的话就更好了.谈谈我的这次入住吧.12.1.中午到达酒店,1701房间,开门就能看到洗手间,入住后洗澡.于是噩梦发生了.一个漂亮的妹妹用她的房卡把房门打开了.于是我便赤裸裸的站在了她的面前,更糟糕的是她的男朋友还好奇地把头探了过来...我把房门关好,然后致电前台,得到的回答是"我们需要合适您刚才说的情况".好吧,我等,5分钟过去了,我在打电话到前台,"我们还没有查清楚".我的神啊,我在洗澡时一个陌生的女人闯入我的房间,我要求酒店管理人员给我一个说法,你居然说要核实,我他妈的有必要骗你吗.下楼,"请问1701房间的事情处理得怎么样了?"说了四遍后,可爱的前台小姐告诉我,她不知道.于是我问紧挨着她的另一个,唯一的另一个服务员,她告诉我,是她接的电话,她们还在核实.对不起,ctrip.我愤怒了.我要求见它们的领导,在我提出要求它们道歉,书面的.它们说它们的领导不在,我kao,站在我面前的四个人居然没有一个是领导.于是,咆哮.接着它们把我领到吧台后的房间,在房间里,我见到了它们的领导,一个母性的女人.承诺我会满足我的要求,但直到今天我没有见到它们的任何的人来给我一个说法,除了免一天房费,和一份水果外.说房间吧.床还可以.房顶开裂非常厉害,有股奇怪的异味,我买了香水喷过才好些.面盆在床头,非常的不舒服.排风扇的声音不是一般的大.洗手间设计非常不合理,洗澡时水会到处流,非常的不卫生.要收费的项目的物品有消费陷阱.我发誓,top star的酒店我是不会再住了.一群低劣的人是不会懂得如何定义酒店的.
0	中间没有硬心，味道还可以，蛮新鲜的。听说维生素很丰富，吃起来酸酸的，有点粘，总体来说挺满意的。
1	非常差的一家酒店,虽然前台小姐开房时对你郑重声明是"二星级". 进门,房间里一股味道扑面而来,往墙上插卡取电?没用,干脆直接按电钮开灯;进卫生间洗澡打开水龙头,水竟然从管子里喷出来,仔细一看,原来淋浴器的管子和龙头部位已经断裂成两部分,酒店用黑胶布简单的绑在一起;好不容易洗完,离开卫生间,突然听到里面轰隆声大作,吓了一跳,再一看原来是楼上冲马桶的声音,当然这种声音一晚上持续不断---只要楼上在用卫生间.好不容易过了一晚,早上起来打餐厅电话订早餐,被告知不送房间,要送就要收手续费;终于出门要退房了,一开门地上好大一滩水,原来夜里下雨,走廊里竟然漏雨漏了大半夜.终于退了房,外面又下起雨来,向前台小姐要求用伞送一段三分钟的路去旁边的北海汽车站,竟被告知要自己去求保安,恳求了半天才慢吞吞地去安排;最后耐不住饥饿去二楼的餐厅吃饭,一份又硬又难吃的炒饭卖18块也就算了,送餐时往桌上扔了一包餐巾纸,立马就要收你两块钱.---一分钱也不愿意再施舍给这家破酒店了---出得了这笔钱,俺们受不了这笔气啊---在桂林住80块的宾馆都比这好多了......
1	这样太差劲了，洗了头发两三天后发痒
1	性价比很低，八九百的价格真心不是一个好的选择，只是距离出差的地点近点罢了。
1	没有送套套，只能给这个评价，不够贴心
0	质量不错，很合身，以后还来。
0	还没有用，不过一直相信京东自营！希望不要让我失望！
0	多次住了，感觉比汇东好一点。实际上在自贡也没有更多酒店可选了。
1	这一分是给京东的，坑啊，买的时候产品图片说有赠品，买了说没赠品，还说地区差异，我只想说太坑了，只能给个呵呵了，劝大家看清楚
0	挺好闻的 没买的时候还在担心会不会有生姜的味道
1	没认真检查 吃到最后一个有个坏的 配送员服务还是很好的 商家坑
0	已经多次选择入住该酒店了，总体来说还是不错的。这回可能是因为酒店包了会议，房间有些紧张，后来给升级成了大床（水床）房。酒店早餐没什么新异与前几次类似。
1	不新鲜，特别容易烂，我的第二箱第二天就不能吃了。
1	这什么东西连个基本包装都没有 你就随便套个袋子也行啊 还是袋子太贵你套不起 严重怀疑是不是正品
1	烂了4个，补了钱，其他的几个很快就干了，苹果很丑。
1	为啥无线连接不上 也不能自动连接上 已事情退货
1	地摊货，，，，，，，，，
1	刚买了就又降价了，太讨厌了，而且有时候接受信号不是特别好
1	大堂服务女生服务实在欠缺培训，连基本的服务品质也没有，失望，不会有下次
0	苹果包装很道地，新鲜又圆润，甜脆爽口，很好很好。
0	质量不错，现在广东的大热天穿着很舒服
1	觉得没在商场买的好用
1	不满意，给我发错货了。买的是潘婷，送来的竟然是海飞丝
1	呵呵。也就*！跟雨衣的布料一模一样。卖128真他么黑
0	大小很合适，款式非常喜欢，物流快，卖家服务热情
1	大堂经理服务意识不足,房务员把我的隐形眼镜盒子丢了,大堂经理查了竟说没这事
0	以前一直在用，有段时间没用，和其它一比，还是这个好
1	什么狗屁京东，怎么没有电吹风，买这东西就是冲着送电吹风来的，1星我都不愿意给。
